Event	ID	Name			Wwise Object Path	Notes
	53190359	Ship_Music			\Default Work Unit\Ship\Music\Ship_Music	
	110909812	Volga_Dial_Stop_All			\Default Work Unit\Ship\Dialog\Volga_Dial_Stop_All	
	368709004	Password_Wrong			\Default Work Unit\Ship\Computer\Password\Password_Wrong	
	814543256	Button_Click			\Default Work Unit\Ship\Computer\Button\Button_Click	
	926426176	Robot_Shutdown			\Default Work Unit\Ship\Robot\Robot_Shutdown	
	1059721737	Volga_Dial_P1			\Default Work Unit\Ship\Dialog\Volga_Dial_P1	
	1184261795	Robot_Scanning			\Default Work Unit\Ship\Robot\Robot_Scanning	
	1281846564	Robot_Moving			\Default Work Unit\Ship\Robot\Robot_Moving	
	1307820710	Computer_Scan			\Default Work Unit\Ship\Computer\Computer_Scan	
	1701177942	Button_Hover			\Default Work Unit\Ship\Computer\Button\Button_Hover	
	2063851173	Password_Right			\Default Work Unit\Ship\Computer\Password\Password_Right	
	2118619802	Robot_Operational			\Default Work Unit\Ship\Robot\Robot_Operational	
	2242625264	Calendar_Handle			\Default Work Unit\Ship\Objects\Calendar_Handle	
	2466005164	Ambience_Event			\Default Work Unit\Environment\Ambience_Event	
	2487570637	Robot_Invalid_Command			\Default Work Unit\Ship\Robot\Robot_Invalid_Command	
	2806985083	Computer_Start			\Default Work Unit\Ship\Computer\Computer_Start	
	3429733933	Ambiance_Bed			\Default Work Unit\Ship\Ambience\Ambiance_Bed	
	3878117114	Post_it_Handle			\Default Work Unit\Ship\Objects\Post_it_Handle	
	3910889982	Robot_Valid_Command			\Default Work Unit\Ship\Robot\Robot_Valid_Command	

Switch Group	ID	Name			Wwise Object Path	Notes
	1059721737	Volga_Dial_P1			\Default Work Unit\Volga_Dial_P1	

Switch	ID	Name	Switch Group			Notes
	4015423536	P1_03	Volga_Dial_P1			
	4015423537	P1_02	Volga_Dial_P1			
	4015423538	P1_01	Volga_Dial_P1			
	4015423540	P1_07	Volga_Dial_P1			
	4015423541	P1_06	Volga_Dial_P1			
	4015423542	P1_05	Volga_Dial_P1			
	4015423543	P1_04	Volga_Dial_P1			
	4015423547	P1_08	Volga_Dial_P1			

State Group	ID	Name			Wwise Object Path	Notes
	851633200	Stasis_or_Awake			\Default Work Unit\Stasis_or_Awake	
	1176052424	Location			\Default Work Unit\Location	

State	ID	Name	State Group			Notes
	0	None	Stasis_or_Awake			
	1151176110	Awake	Stasis_or_Awake			
	1274150312	Stasis	Stasis_or_Awake			
	0	None	Location			
	679886441	JG1	Location			
	879246361	VS1	Location			
	1033349305	CL1	Location			

Custom State	ID	Name	State Group	Owner		Notes
	120194727	VS1	Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\CL1\CL1_Ambience_SFX\CL1_AMB_SFX		
	333023194	JG1	Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\CL1\CL1_Ambience_SFX\CL1_AMB_SFX		
	615044367	CL1	Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\VS1\Beds\VS1_Ambience_SFX\VS1_AMB_SFX		
	766419183	JG1	Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\VS1\Beds\VS1_Ambience_SFX\VS1_AMB_SFX		
	825590776	VS1	Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\JG1\JG1_Ambience_SFX\JG1_AMB_SFX		
	891100731	CL1	Location	\Actor-Mixer Hierarchy\Default Work Unit\Environment\JG1\JG1_Ambience_SFX\JG1_AMB_SFX		

Effect plug-ins	ID	Name	Type				Notes
	2995775460	Room_Small	Wwise RoomVerb			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	12419280	CL1_Wind_Gust_05_AMB_SFX	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\CL1_Wind_Gust_05_AMB_SFX_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CL1\CL1_Ambience_SFX\CL1_AMB_SFX\CL1_Wind_Gusts_AMB_SFX\CL1_Wind_Gust_05_AMB_SFX		480064
	24977705	CL1_Lemur_02_AMB_SFX	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\CL1_Lemur_02_AMB_SFX_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CL1\CL1_Ambience_SFX\CL1_AMB_SFX\CL1_Lemurs_AMB_SFX\CL1_Lemur_02_AMB_SFX		480064
	62054156	Jungle_Birds_AMB_SFX_13	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Jungle_Birds_AMB_SFX_13_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\JG1\JG1_Ambience_SFX\JG1_AMB_SFX\JG1_Birds_SFX\Jungle_Birds_AMB_SFX_13		582720
	78920991	Jungle_Birds_AMB_SFX_04	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Jungle_Birds_AMB_SFX_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\JG1\JG1_Ambience_SFX\JG1_AMB_SFX\JG1_Birds_SFX\Jungle_Birds_AMB_SFX_04		280640
	95564716	VS1_Ship_Drone_AMB_03_SFX	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Ship_Drone_AMB_03_SFX_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\VS1\Beds\VS1_Ambience_SFX\VS1_AMB_SFX\VS1_Ship_Drone_AMB_03_SFX		1876032
	104157524	Beep_02_SFX	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Beep_02_SFX_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\VS1\Beds\VS1_Ambience_SFX\VS1_AMB_SFX\VS1_Beeps_SFX\Beep_02_SFX		54912
	105935624	Ship_Metal_Raking_SFX_01	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Ship_Metal_Raking_SFX_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\VS1\Beds\VS1_Ambience_SFX\VS1_AMB_SFX\VS1_Metallic_Rakes_SFX\Ship_Metal_Raking_SFX_01		262208
	123125051	Computer_button_click_8kHz_01_SFX	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Computer_button_click_8kHz_01_SFX_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Element\VS1\Computer\Button\VS1_Button_Click_SFX\Computer_button_click_8kHz_01_SFX		93904
	125064382	Jungle_Birds_AMB_SFX_14	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Jungle_Birds_AMB_SFX_14_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\JG1\JG1_Ambience_SFX\JG1_AMB_SFX\JG1_Birds_SFX\Jungle_Birds_AMB_SFX_14		441408
	132184454	Jungle_Birds_AMB_SFX_12	D:\Farewell_Prometheus\Farewell_Prometheus\FarewellPrometheus\FarewellPrometheus_WwiseProject\.cache\Mac\SFX\Jungle_Birds_AMB_SFX_12_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\JG1\JG1_Ambience_SFX\JG1_AMB_SFX\JG1_Birds_SFX\Jungle_Birds_AMB_SFX_12		757824
